Q7_1,Q8,Q10,Q29,Q6,,
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual)",I would recommend it. ,He was pretty passionate about the topics and would incite discussions. I would recommend the discussion posts for the future since the beginning of the course. ,1,FALSE,0
3,"Readings,Exams (in-class)",You don't really need to know anything before taking the course.,"He used a lot of his own stories and experiences in the lectures, which was very effective. However, he usually didn't encourage much discussion during lecture and it was difficult to ask questions.",1,FALSE,0
3,"Readings,Papers,Exams (take-home)","Professor Toft is a great resource, everyone should go to his office hours!","Extremely passionate about material, but he became really behind on lectures and was sometimes forced to rush through topics.",1,FALSE,0
3,"Homework (on paper),Quizzes,Exams (in-class),Projects (individual),Projects (group)",Dobruskin is not the best at explaining concepts but he is very nice. ,"Dobruskin has difficulty answering specific questions, but his lectures are entertaining ",1,FALSE,0
3,"Readings,Quizzes,Projects (individual)",Be ready to actually be an artist. This is not a blow off course and should not be treated as such.,"She used demonstrations, videos, and visiting artists to teach the craft. She will give you one on one instruction as needed and wants you to succeed as an artist. ",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual),Projects (group)",Take this course - it's excellent and one of the best courses I've taken at Brown.,The instructor's teaching style was extremely effective. Assignments were clearly communicated and his passion for the subject matter was so wonderful. It was an incredible class!,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers,Projects (individual),Projects (group)",All the assignments are online! It's important to be self-directed.,"The instructor was incredibly responsive and replied to messages almost immediately, and was very flexible with extension requests. However the grading was often late.",1,FALSE,0
3,"Readings,Papers,Exams (take-home)","It's not tough, not super in-depth, but interesting and informative, especially in today's times.","lectured effectively, provided informational and interesting anecdotes. Despite some occasional tech difficulties, did well!",1,FALSE,0
3,"Readings,Papers",I found the readings really difficult thus I had trouble following along sometimes but professor Krausse is awesome and very understanding,"Mix of PowerPoint/discussions about the readings/small group discussion.  I preferred when she lectured because it helped me clarify confusions in the readings, but small group discussions were also helpful.  Sometimes big class discussions felt like they went on tangents based on small questions that would just confuse me more.",1,FALSE,0
3,"Readings,Papers","great course, great prof, highly recommended",Extremely passionate about the material. Genuinely cared about students. Wonderful professor.,1,FALSE,0
3,"Readings,Papers,Exams (in-class)",They take attendance. Kennedy ties nearly all topics back to politics in some way so be prepared for that. He also loves student participation. It's overall a very chill course.,Lecture style accompanied by powerpoints. It would have been useful for the slides to be posted at a later time. Kennedy is super passionate about the material which really shows through when he lectures. The downside is that sometimes he gets off on tangents. I felt sometimes like I walked out of the class not knowing what I learned even though we were engaged for the full hour and twenty minutes. ,1,FALSE,0
3,"Homework (on paper),Exams (take-home)",It is first background neuroscience and then the rest of the course is discussing existing technology and how it works. ,none,1,FALSE,0
3,"Readings,Papers","If there is any interest in writing, take this class. This class really opens up your eyes to all the different ways you can write nonfiction. ","There were readings that were assigned for each class that was then discussed in the following class. There was pre-class prompts that were small writing assignments to prompt your thinking prior to the discussion, but neither was checked for completion. There were four writings in total due. After writing assignments were turned in, we spent time on workshops to discuss every student's piece. The workshops were by far the most effective part of the class as it further each student's individual writing and focused our attention on furthering our individual skills. ",1,FALSE,0
3,"Readings,Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs",You need a strong biology background to get the most out of this course but it's a great way to learn anatomy without taking physio! It was so interesting and I'm very glad I took it. ,"Instructor was very passionate, effective, and understanding. The one caveat is that he did not budget class time very well but he never punished students for this and instead would modify the plans for next class. This was the first time the course was offered so I would expect that this would get better in the future.",1,FALSE,0
3,"Homework (online),Quizzes,Exams (in-class),Exams (take-home),Projects (group)",It’s fun,He is very articulate and passionate.,1,FALSE,0
3,"Homework (on paper),Labs",Not super exciting but stats is important!,"Proofs were poorly organized, explanations were often somewhat confusing. Transitioned lectures well to online learning.",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)","Take it if you get the chance! It's hard to get in, so try to preregister.",His lectures were always clear and engaging-- looked forward to every class!,1,FALSE,0
3,"Readings,Homework (online),Exams (in-class),Projects (individual)",it's really interesting,"the instructor used lecture slides and made them available on canvas after we began each topic, and the links to animations were particularly helpful.",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers,Projects (group)","it's not an elective, it's designed for CLPS concentrators","Professor Shenhav was great at bringing some fun and participation to incredibly dry and boring information (all slides). He was good at making sure group projects were on track, provided lots of support.
a lot of the assignments felt meaningless/tedious/busy work (rival hypotheses, for one)",1,FALSE,0
3,"Homework (on paper),Exams (in-class),Projects (individual)",The TAs are probably you're best resource.,The instructor is very funny but clarity of the material is hard to come by.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (take-home)","Good survey of European history with a focus on migration and mobility. If you are interested in European history it is a well-rounded and well-taught course that is engaging and has some interesting assignments (like ""avatar essays"" in which you write from the perspective of a fictional historical figure, while doing historical research to justify your editorial choices). ",Professor Hein is highly knowledgable and is an engaging lecturer. ,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual),Projects (group)","There are a lot of Christians who take this course - it makes sense because CS Lewis is an outspoken Christian. However, that shouldn't stop you from taking this class. There's learning on both sides, and a lot of new ideas synthesized on both sides.",Dr. Flanigan was awesome! He loved encouraging discussion and making sure we were properly engaged with the books.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Papers",It's great.,She taught with lectures and then had us do mini in-class assignments. The assignments were fun and effective.,1,FALSE,0
3,"Readings,Papers",Take it! Professor Willis is clearly passionate about the subject and makes every student feel valuable.,"Professor Willis was a great professor who strongly encouraged feedback from students. He frequently asked if we felt we were learning best from the way he was presenting the material. He also encouraged questions and comments. At times, I wish we could have had more of an extended dialogue on topics, but stand-alone questions and comments were always welcome.",1,FALSE,0
3,"Readings,Homework (online),Papers",Opens your eyes to aspects of business and society and discrimination and gender that you never would have considered. ,Effective! I loved her! Everyone should take this course. Great discussion. She weighs every side of argument. ,1,FALSE,0
3,"Homework (on paper),Exams (in-class),Exams (take-home),Labs",Lab sections don't really relate to what you are learning at the time.,Mostly just lecturing. Uses a lot of colors of chalk that help keep things organized. The pace is pretty good and takes questions well.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Exams (in-class)",Great introduction to the healthcare system in looking at it as systemically as well as an individual user of health care.,"Prof. Wilson was incredibly engaging and compelling. He did, however, move incredibly fast through the material. This could be improved upon by spending less time discussing case studies. While those real-life application were incredibly helpful in contextualizing course content, he did at times go quite in depth, which forced him to speed through the rest of the lecture. In general, he was a very effective instructor who really showcased his passion and fervor for the course material.",1,FALSE,0
3,"Readings,Homework (online),Exams (in-class)","Everyone should take it!!! The course has given me a solid understanding of the US health care ""system,"" and a much better grasp on why healthcare in the US works the way it does. I did not even consider public health as a possible concentration option before taking this class, but now I want to pursue it!","His lectures were very interesting, but at times were so fast paced that note taking was challenging.",1,FALSE,0
3,"Exams (take-home),Projects (individual)",Really good way to think about real world problems instead of focusing on models,Greg is super engaging and very passionate about the material,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Projects (individual)",the lecture slides are great,"great lecturer, feels personal",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Exams (in-class),Exams (take-home)",Professor Morone's reputation of being an amazing professor is completely true! He's so enthusiastic and his lectures are really enjoyable. An interest in the material is recommended and will definitely make it more enjoyable,Prof Morone is super enthusiastic about the course and his personal anecdotes make the course that much better. His teaching style is definitely effective especially due to his interest ,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Projects (individual)","leah teaches in class mostly technical elements of adobe, how to use the tools, she assigns readings that mostly revolve around the theme of art and perspective/ ways of seeing, but there isnt really an emphasis on finding your style/developing ur work in terms of ideas/content in class","i love leah she is great super accommodating to her students, cares about her students, passionate about the subject, an angel",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",It is a lot of reading but the content is worth it.,"Weinstein is an amazing lecturer. He has been teaching at Brown for decades and his class is definitely worth the hype. It feels rare to find a professor so genuinely passionate and able to eloquently lecture without slides for 1.5 hours straight while keeping the lecture captivating manner, but Weinstein does just this. He seamlessly transitions from one topic to the next with very meaningful analysis and interpretation.",1,FALSE,0
3,"Readings,Homework (on paper),Exams (in-class),Exams (take-home)",Very valuable material for anyone going into STEM,"Bjorn is very clear and explains material incredibly well. He is also kind and inclusive, and put a lot of effort into bettering our experience as much as possible. My favorite Brown professor!",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers,Projects (group)",interesting and applicable class. ,Professor Fleeter was always open to helping students and was very knowledgeable and passionate about the content. He sometimes would go on tangents in lectures. ,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Projects (individual)","Readings are pretty philosophical and historical, the class is less design and engineering-oriented as I'd hoped, but it's still rewarding, and will change the way you view buildings around you.","Neumann enchants students with his 'world tours', captivating audiences through huge photos of beautiful buildings.",1,FALSE,0
3,"Readings,Labs","It's mostly theory and implementation, less algorithm design","Lectures could be more engaging, wish the labs were less just implementation and more design",1,FALSE,0
3,"Readings,Homework (online),Exams (in-class),Projects (individual)",The instructor (Professor Jason Harry) is by far the best part of this course. I would recommend you take this course if you need a class that has a lighter workload and an interesting topic.,"The instructor used conventional lectures with slides and often used the students as part of the class through polls and by asking for student opinions on certain topics. Overall, he was an effective lecturer and a very amiable individual. He made an effort to learn every students name and engage them in conversation outside of class. This personal connection between the instructor and students allowed for better engagement in a topic that he was obviously grateful to be teaching.",1,FALSE,0
3,"Readings,Exams (in-class)",very interesting and gives good insight into a variety of mental illnesses,slides can be confusing but just know to focus on what Hayden is saying over what he is projecting on the screen,1,FALSE,0
3,"Readings,Homework (online),Exams (in-class),Projects (group)",masters level class so be prepared to meet those expectations in the classroom,powerpoint slides were pretty engaging and her lectures were quite interesting and well structured,1,FALSE,0
3,"Readings,Homework (online),Labs","be prepared to put in a lot of time for the labs, you will likely need to come in outside of class to check on plates and cultures so the class is a bit heavier than it may originally seem to be",Toni does a great job of supporting students and the hands on approach in this class was well lead by her.,1,FALSE,0
3,"Readings,Papers,Projects (group)","Very interdisciplinary, recommend all concentrations to take!","Empkie is a great discussion facilitator, and the conversations are really what you make of them. Conversations were pretty clear when people did the readings vs didn't do the readings.",1,FALSE,0
3,"Readings,Papers,Exams (in-class)","Great course, definitely take it!",Professor Morone was a fantastic lecturer.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Projects (individual)","Definitely take this class, very good addition to tough course load ","Discussion based, very chill environment and was veery helpful ",1,FALSE,0
3,"Homework (on paper),Homework (online),Exams (in-class),Exams (take-home),Projects (individual)",Take it with Greg!,Greg is the best! The only one who can teach this course and make it fun and engaging even after the COVID pandemic. Even gave us advice to sell our stocks before the markets tanked & organized a special webinar with the Facebook Calibra team! #SaveGreg,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",A math background will help with learning material but might hinder in terms of the level of detail and rigor expected in this course,lectures were lighthearted and funny yet informative; though sometimes class was prone to interruptions that caused class to go over time.,1,FALSE,0
3,"Readings,Homework (on paper),Exams (in-class)","Homework can take a while, but the grading is chill.",Professor Friedberg was great! Very passionate about econ and made every lecture relevant to the news and current events.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.",Very niche,Yes! He is super passionate and goes in depth,1,FALSE,0
3,"Readings,Papers",Take it!! Wonderful class.,"Lukas Rieppel is one of the best instructors I've had at Brown. He's great at explaining and facilitating discussion, always takes student contributions seriously, and is extremely willing to change around the syllabus based on student interest. I would absolutely recommend this class to prospective students, whether or not they are history concentrators.",1,FALSE,0
3,"Readings,Papers",A good 4th or 5th course with a low workload.,She promoted discussion and talked about the readings in class. The tests were relatively easy but you didn't know her grading criteria. ,1,FALSE,0
3,"Readings,Papers,Exams (take-home)","This is a great course to learn about how the U.S. Congress operates and how laws are made. Professor Arenberg is passionate about the material, and ensures students are engaged and learn a lot throughout the course.","Professor Arenberg has an enormous wealth of knowledge about how Congress operates. He does a great job of discussing both the procedures and rules of Congress, as well as inside knowledge and stories from his time working in Washington. Professor Arenberg's expertise on nearly every topic regarding the Congress ensures that students learn an enormous amount during this course. He also does an excellent job of encouraging student participation and discussion of multiple views on each issue.",1,FALSE,0
3,"Readings,Homework (online),Exams (in-class),Labs","The course is challenging, but doable when sufficient time and preparation are put in. Professors Miller and Stein are very good instructors, and Professor Hall's labs are very helpful when you're struggling to understand something. ","Professor Miller was a skilled instructor who presented material in a very organized and easy to understand manner. He often added personal stories and ""fun facts"" to add flavor to lectures. Professor Stein also presented material very effectively, and emphasized the importance of developing deeper understandings of material.",1,FALSE,0
3,"Readings,Papers",Jon is great and very passionate,He is very great at getting everyone involved. Very receptive to questions and comments ,1,FALSE,0
3,"Readings,Homework (on paper),Homework (online),Exams (in-class)",Nope!,"Greg is the man, wants you to learn without the stress",1,FALSE,0
3,"Readings,Projects (individual)","For people coming from a Physics background. This is a course that you can take, but you need to beef up on the mathematics beforehand. You can't just take this coming from the Graduate General Relativity course in the physics department and nothing else. Yes, you'll understand the basic language, but you need some serious mathematical background to really appreciate the experience. The course begins by speedily reviewing black holes and then diving into some of the more mathematical notions of wave equations in curved spacetime which is fairly technical (topics likely vary between offerings). In this way, you should talk with the instructor beforehand to see if the topics are interesting and that it's the appropriate time in your career to learn this material.","Benoit was awesome and gave very clear and coherent lectures equipped with pre-prepared lecture notes which go over many of the derivations in grater detail than he has time to do in class. Nicos was very interested in a paper concerning wave equations in Kerr solutions with small angular momentum, and brought a lot of enthusiasm to analyzing a recent paper over several classes. The only thing that could have been improved was that the paper was very notionally heavy and in hindsight it may not have been worthwhile to spend so much time on just one paper which was often bogged down in convoluted notation.",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (in-class)",I think it is a course that everyone should take as the material is super relevant to all of our lives.,Professor Spearin was super engaging and supportive and passionate.,1,FALSE,0
3,"Readings,Papers,Exams (take-home),Projects (individual),Other (please describe)",N.A.,Professor Scherer is very knowledgeable on the subject and was able to effectively guide our seminar towards productive discussions about anthropological developments and theories (both in class and on zoom).,1,FALSE,0
3,"Homework (on paper),Quizzes,Exams (in-class)",This was the first year it was taught - I think it will be better int he future,Passionate about the material.  He wrote the textbook himself.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class),Exams (take-home),Labs",Take it!,He was incredibly engaging and basically delivered lectures in narrative/ story form while making them very understandable and digestible despite covering and analyzing a lot of material. ,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)",The professor is a Knight.,She was really good at handling differing levels of French.,1,FALSE,0
3,"Readings,Papers,Projects (individual)",Pay attention to rubric when completing assignments. You get out of the class what you put in. Very interesting information,Small discussion based classroom. Our content came primarily from the articles that were assigned. You could bring in other topics you want to talk about or go on tangents that you want more info on,1,FALSE,0
3,"Readings,Quizzes,Papers,Other (please describe)","do not take this class if you expect an easy A, and if you do not plan on participating either through the Blue Books he provides or within large and small group discussions. ","Professor Rangel sets his expectations and is very clear about what he wants, and he also provides a lot of passion throughout the material. I liked that he provided blue books as a way to check in ",1,FALSE,0
3,"Readings,Homework (online),Exams (in-class)",I would highly recommend this course for anyone at Brown who has an interest in public health. The workload is manageable with harder classes.,Dr. Wilson had a teaching style that was very effective for the large lecture format of the course. Lectures in the beginning often felt a bit too fast-paced until students got accustomed to the pace and took less specific notes.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Other (please describe)","The Professors for this class were amongst the best I had at Brown!! The class can be pretty fast-paced at times and is taught through a case-study method.
It requires buying a ~$100 case pack to take the course, but the professors have - i believe - funds for students who would need financial aid","Extremely knowledgeable, kind, great professors and very geared towards helping students.

Professors Chaltas and Hazeltine also complement themselves very well!",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Exams (in-class)",Great for non concentrators and people interested in topic. Great introduction,Use of slides and tophat made large lecture more engaging and interactive,1,FALSE,0
3,"Readings,Papers,Exams (in-class),Projects (individual)",Wonderful course! Lots of work when projects and presentations are due but you will definitely learn a lot!,One of my favorite professors at Brown! He is patient and truly cares for students.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers","It’s a great, laidback introduction to Chinese music and culture.","Prof. Wang Lu led an intimate, lecture based class with lots of opportunity for discussion. We listened to various videos and pieces and discussed readings. A highlight of the class was presentations from prominent Chinese musicians, including a Pulitzer Prize winning composer and a world-class suona player.",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Exams (in-class),Exams (take-home),Labs","Start early and take notes, the exams are based on the lectures AND the readings (do the Darwin reading especially!)","Fantastic teaching, very insensible when it came to adapting to online learning (no changes to curriculum nor grading policy, everything was exactly the same except that exams were open book)",1,FALSE,0
3,"Readings,Homework (online),Papers,Projects (group)","it is quite fun, the readings are very interesting and the class style is based around discussion, ","She leads discussions very well. Sometimes it can be difficult to get a word in, but for the most part the professor is attentive to the students and their participation.",1,FALSE,0
3,"Readings,Papers,Exams (in-class)",Material is worthwhile and interesting regardless of concentration. ,"Prof Castiglione was funny and an engaging lecturer. Lectures were on Tuesdays and discussions were on Thursdays. Discussions could peter out a bit by the end of class because there were only 14 people, but overall engaging and a good mix of small and large group discussions. ",1,FALSE,0
3,"Readings,Papers,Exams (take-home)","There is a decent amount of reading and you do have to put in a good amount of effort for the papers and exam, but if you pay attention, take notes, and participate in discussions, you'll be very prepared for any assignment that comes up. ","Prof Nummedal is an awesome lecturer. She is super engaging and was very attentive to students' needs and questions, especially during the transition to online classes. She is clearly extremely knowledgeable about early modern Europe and provided useful feedback on papers. She is a very kind and welcoming professor and I would recommend any of her classes; she's always willing to go out of your way to help you, which is very much appreciated. After we switched to online classes, she told everyone that no one would fail her class and that she would work with anyone who needed any type of extension or help. ",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Papers,Projects (group)","Great low-stress class, very interesting readings", Harkness style of teaching (discussion-based) was great,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)","It’s psycholinguistics so a lot of studies about reaction times and such, and models of how we process language. If you want more of an intro to just linguistics maybe try CLPS300 ","He seems like an experienced lecturer, but I wish that there was more engagement with the students.",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual),Projects (group)",Take this class!,This class was a nice mix of group work and lecture.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Quizzes,Papers,Exams (take-home),Other (please describe)","I felt that my TA graded assignments on the basis of word count, rather than for quality of content. Grading standards were unclear, and the professor does not read student work at all. Keep in mind that the course takes a clear anti-Zionist (anti-""settler colonialism"") stance, if this is an issue that you feel strongly about. ","I learned a great deal of new content from the lectures. However, I found the format of discussion sections tedious and repetitive. On the whole, sections helped us to review the readings, but felt like echo chambers in which there was one correct way to approach the issues presented. ",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class),Exams (take-home)",Don't expect it to be easy just because it's an intro course. (This course was actually harder and more time-consuming than a 1000-level Soc class I took in the fall),"Very casual and engaging. Very much encouraged class participation. Generally lectures, but always encouraged class discussion. He always used a PowerPoint, but the slides were a bit confusing and I felt like they should have been much more direct. Since the discussions didn't usually directly connect to the concepts we would be assessed on, and the wording on the slides was hard to follow, it was hard to learn effectively in the class. Plus, many of the slides were really wordy so I'd spend a lot of time copying the slides, without understanding them. The professor still lectured in an engaging tone and wanted to get to know each student.",1,FALSE,0
3,"Readings,Papers","It's a good class, even for nonconcentrators. The instructor has a great sense of humor.","He would lecture about the readings and provide some notes on the board. When class was on campus, he frequently paused to encourage questions and comments. Online, he prerecorded lectures and posted a discussion board for comments. His lectures were effective, especially since he repeated the most important concepts in multiple classes.",1,FALSE,0
3,"Readings,Homework (on paper),Exams (in-class)",minimal math and no econ experience required,"you get a strong intuition for the content and so the course becomes a matter of using ""common sense"" and thinking through situations",1,FALSE,0
3,"Readings,Papers,Exams (take-home),Projects (group)",This is a brilliant course and it is well worth your time. The course material is fascinating and the professors are engaging and entertaining. ,Professor Chaltas and Hazeltine do an excellent job presenting the information in this class. They engage the students and encourage them to participate. ,1,FALSE,0
3,"Projects (individual),Projects (group),Other (please describe)","Very fun, and Tim is amazing",Tim is incredibly enthusiastic and makes the class very engaging. It is very clear he cares a lot about students.,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (in-class)",good section leader is critical because section is completely discussion based. go to lectures!!! so worthwhile,"Vorenberg is the best. So caring and thorough, and his lectures are really so engaging and take on the material in a really bold way, also linking it to contemporary issues. Not just a recitation of history, but so much critical analysis and work done to center marginalized narratives. Big focus on thematic links throughout the timeline, which was really great. ",1,FALSE,0
3,"Readings,Papers","Do the readings, you will get more out of the course if you do.",Prof. Zhou was really open to feedback and was really helpful with the feedback he gave. Sometimes the discussions were a bit unclear and the readings could be dense.,1,FALSE,0
3,"Readings,Papers,Projects (group),Other (please describe)","This course was one of the most impactful classes I have ever taken. Van Anh is an absolutely incredible professor and person, and she fostered such an open and passionate class environment. Even if you have no interest in going into education, this class will be eye-opening and perspective changing. I can't recommend you take this class highly enough!","Van Anh is one of the most effective, passionate, and kind professors I've ever heard of, let alone experienced first hand. Everything she did, both before and after the transition to online learning, provided us with unique and relevant ways to deepen our understanding of the topics at hand. She encouraged collaboration between students with our weekly design journals, class discussions, and group teaching projects; she challenged us to think deeply and question countless assumptions and understandings through the diverse material she assigned for us to read, watch, and listen to; she sparked passion and excitement about the field of education in countless students. ",1,FALSE,0
3,"Readings,Papers",DO THE READINGS. They are so thought-provoking and interesting.,Very funny. I appreciated the two professors and their dynamics. They were so knowledgeable and well-read on the subject. Very unique course unlike what you'd usually get at Brown.,1,FALSE,0
3,"Readings,Papers,Projects (group),Other (please describe)",You get out of the class what you put into it and you not putting effort into the class actively hurts your peers. ,"The instructor really encourages class participation and group discussion which I really enjoyed. However, we frequently ran out of time during group discussions and i feel like a lot of the material could have been discussed in more depth.  ",1,FALSE,0
3,"Readings,Labs","I took the course without having taken 1020/1030; although they aren't official requirements, it seems like they are very helpful, especially if you don't remember much from Neuro 1. But I still found the course manageable with a little extra review.","I appreciated Prof. Stein's willingness to let students learn through hands-on experience and trial and error — and also his patient and clear way of answering questions. His explanations and lectures were always easy to understand, and he was available for help outside of class too.",1,FALSE,0
3,"Homework (on paper),Projects (individual)","Professor Dobrushkin's lectures can be unclear and the content difficult to understand at times. That being said, he's very helpful and accommodating to every student's needs.","Professor Dobrushkin's lectures sometimes lacked organization and were not always easy to follow. He was, however, committed to helping all students learn from and do well in the class, such as offering extra projects to help students better understand the material and improve their grades. ",1,FALSE,0
3,"Homework (on paper),Exams (in-class)","Everyone should take this class with Professor Sandstede! I chose to take this class this semester because the Critical Review was so positive about the professor, and it was the best academic decision I have made at Brown. As students from previous years expressed, I entered this class with a strong dislike of math classes, yet absolutely adored this class. Anyone who needs to take APMA0350 or APMA0330 would regret not taking it with Professor Sandstede.","The professor is a great lecturer and instructor. His lectures were extremely clear and very easy to refer to: there was almost nothing in my notes that I could turn to and not understand what was going on. He also went out of his way to give his students the best experience possible by posting additional notes, rerecording lectures, having a 17 minute average response time on piazza (wow!) etc.",1,FALSE,0
3,"Readings,Homework (on paper),Exams (in-class),Exams (take-home)",it's a a great class for non-concentrators,she presented a lot of real-life examples and models to help explain topics,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)","Take it!!!
Also, while the readings are very interesting and supplemental, they are not really necessary to do well in the course.  If you attend lectures, take notes, and study, you will do well.","The instructor taught through Powerpoint, but it was very effective as everything we needed to know was on the slides and his passionate voice and energy made the slides come to life.  He also sent many emails out to us filled with material that we would not be tested on, honing our interest in the subject purely for the love of learning which I greatly appreciated.",1,FALSE,0
3,"Readings,Homework (on paper),Homework (online),Exams (take-home)","The material in this class is not easy, but I really appreciated learning geophysics from the physical and math principles rather than a phenomenological basis. ","Both Chris and Victor had a very clear and thorough lecture style, which made sometimes lengthy derivations interesting and easier to follow. They both were good at encouraging discussion and debate. In addition, they did a good job leading students to the correct answer without directly providing it right away.",1,FALSE,0
3,"Readings,Papers,Exams (take-home),Projects (group)",Just be prepared for a lot of ambiguity regarding what work you actually need to do in order to meet the professors' expectations.,"Professor Hazeltine is so knowledgable and kind, and, while at times his slightly diminished hearing made it difficult to engage in an effective dialogue in the large lecture hall, he was always very quick to further elaborate on what he was saying and would frequently give students a handshake or fist bump when then delivered a meaningful contribution to the discussion. Thano was a necessary component to the classroom because of his ability to present the material in and organized and well thought out format (and because of his unimpaired hearing), and, without him, I doubt this course would have been able to transition to an online format nearly as well. Overall, the teaching style of formats were effective, but one thing that seriously needs to be improved going forward is the presentation of clear expectations regarding the work being turned in. With so few grading opportunities throughout the semester and 65% of the final grade being comprised of just the business plan and final, the desired product should be made readily apparent since so much of a course like this is subjective. It was also unfortunate that, despite having case studies due every class, there was no way of assessing who was actually doing the readings or not. By having no small weekly assignments, it made it so that there was no accountability regarding the actual level of engagement with the content outside of the classroom for basically the entire semester, and there was no way to gauge whether the class was really learning the material and would be able to apply the concepts later on.",1,FALSE,0
3,"Readings,Homework (on paper),Papers,Labs,Projects (group),Other (please describe)","This class provides a unique opportunity to teach in elementary school classes, as well as learn a bit about education theory!","Olga has many interesting insights into education, and cares about her students. I particularly enjoyed the lessons on education theory and psychology. She did a good job of prompting students toward better teaching practices without to much lecturing. Sometimes, her instructions for assignments could be unclear. ",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Papers,Projects (individual)","Very dependent on student responses and discussion, not much instructor interaction","Very hands-off, a bit condescending at times",1,FALSE,0
3,"Homework (on paper),Homework (online),Exams (in-class),Exams (take-home)",Bjorn is an amazing teacher!,He explains things very clearly! Clearest lecturer I've ever had!,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",Fun engaging class,Great and very popular. ,1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Papers,Exams (take-home),Projects (individual),Other (please describe)","I loved this course! It’s amazing, you have freedom to learn what you are most passionate about in the course in additional to the core material, and you get exposed to important news about migrants happening in the world, as well as thought provoking films and reading materials. Through the weekly reflections and final research paper you get to channel your own thoughts about the matter and your own interests. ","Professor Di Carlo was very passionate about the material, and flexible with the course material. She wanted students to engage with the material and therefore I found the presentations very effective, where we could choose an NGO or IGO to present about, and also a country to present about. While the exams were difficult, the fact that they were take home Exams, typically reflective papers, made us really learn the material effectively and not feel stressed about the exam but rather learn more about the material. ",1,FALSE,0
3,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Exams (in-class),Exams (take-home)","I'd recommend this class to any Brown student, I wish I hadn't waited until senior spring to take it. It covers a very important subject from many different angles.","Ira has been teaching this course for many years and it shows, the class is a well-oiled machine. It's a little repetitive at times, but he does a good job of presenting a lot of information in a relatively short amount of time.",1,FALSE,0
